image_id,relative_path,source_dataset,source_group,sha256,final_label,review_state,review_notes,reviewer_id,review_timestamp,source_priority
img_00000009,images/img_00000009.jpeg,01_kaggle_weapon,kaggle,c924e05c15699f6b0489ca42f24e2841f6749607d0d68520ceb053a9838e2144,ood,reviewed,,Lello,2026-04-22T08:46:46+00:00,4
img_00000010,images/img_00000010.jpeg,01_kaggle_weapon,kaggle,4ff7cba915e64c5d1cdc31a22b72636c0f1af4501c235fcb204af0f693637a81,ood,reviewed,,Lello,2026-04-22T08:46:47+00:00,4
img_00000017,images/img_00000017.jpeg,01_kaggle_weapon,kaggle,0b97f29bca426884df391da30196fbea8e2375c3bff9ace1d53b0274e786e496,ood,reviewed,,Lello,2026-04-22T08:46:53+00:00,4
img_00000024,images/img_00000024.jpeg,01_kaggle_weapon,kaggle,9a3ca42b180a559fc1e360cfca8b800e550e23f44ffa8f1bc2526bf1652a0c9d,ood,reviewed,,Lello,2026-04-22T08:49:16+00:00,4
img_00000027,images/img_00000027.jpeg,01_kaggle_weapon,kaggle,c7dcdcac6ab6fefc00a860a4307394d9d5ce77f36138fdd2a259ec707723b293,ood,reviewed,,Lello,2026-04-22T08:49:27+00:00,4
img_00000029,images/img_00000029.jpeg,01_kaggle_weapon,kaggle,c114337677bf0aba53ccf48422f1ee164838b275052d293c62fda765170778d2,ood,reviewed,,Lello,2026-04-22T09:05:41+00:00,4
img_00000047,images/img_00000047.png,01_kaggle_weapon,kaggle,019f593c860ddba186aa3597f05740059ebe3503a44fd9fe254487ddc3c002f7,ood,reviewed,,Lello,2026-04-22T09:05:51+00:00,4
img_00000052,images/img_00000052.jpeg,01_kaggle_weapon,kaggle,db0f76420a05f9c1869d590230d41cd04eec976a0890cc612374f956b0ef91e5,ood,reviewed,,Lello,2026-04-22T09:05:55+00:00,4
img_00000057,images/img_00000057.jpeg,01_kaggle_weapon,kaggle,39c14c74a7fbcc4740eb5a9a4af83f2a0a1b06ff6ba75078b5faf169cd2919f6,ood,reviewed,,Lello,2026-04-22T09:05:56+00:00,4
img_00000061,images/img_00000061.jpeg,01_kaggle_weapon,kaggle,f3dd81e40dbc326e739d3713c8441a722411550909c045b845d4af92c2511261,ood,reviewed,,Lello,2026-04-22T09:06:03+00:00,4
img_00000063,images/img_00000063.jpeg,01_kaggle_weapon,kaggle,c6d15f9b593e6f1eef2b8e670e10f9bf5046a139d1d413e96f7d3ff1a440348c,ood,reviewed,,Lello,2026-04-22T09:06:02+00:00,4
img_00000068,images/img_00000068.png,01_kaggle_weapon,kaggle,834ff83862a8f0f6a3c8f919786afc1205fc52aff2238dbc0e04231cd31fa56c,ood,reviewed,,Lello,2026-04-22T09:06:06+00:00,4
img_00000070,images/img_00000070.jpeg,01_kaggle_weapon,kaggle,e609d976383af2a1012847993401a3e3ffca38a88b56cc7c5ca16945a71c52e2,ood,reviewed,,Lello,2026-04-22T08:49:59+00:00,4
img_00000075,images/img_00000075.jpeg,01_kaggle_weapon,kaggle,6ebe0ff4f6b3db9f4e83842229ea257aaaaa14a63c55b42b8ceab754dd5618db,ood,reviewed,,Lello,2026-04-22T08:49:57+00:00,4
img_00000079,images/img_00000079.jpeg,01_kaggle_weapon,kaggle,66e255f1a7e3796779c5201679644cdb34712f15445d13580dca4114355d94d6,ood,reviewed,,Lello,2026-04-22T08:50:03+00:00,4
img_00000102,images/img_00000102.jpeg,01_kaggle_weapon,kaggle,ab806e9d781cedf858858f58f8baa4a1bfcbd1f60c635967d795d5a3326139b1,ood,reviewed,,Lello,2026-04-22T09:06:19+00:00,4
img_00000164,images/img_00000164.jpeg,01_kaggle_weapon,kaggle,43e5440d5a8b02ef0d0f5d38355efc636b22f8e64bf335943cce1d410b97fc88,ood,reviewed,,Lello,2026-04-22T08:51:53+00:00,4
img_00000170,images/img_00000170.jpeg,01_kaggle_weapon,kaggle,c8ddaf5f776e07bfc702cf221d31feb4035af74588043bb92f1d90053bddf855,ood,reviewed,,Lello,2026-04-22T08:52:12+00:00,4
img_00000171,images/img_00000171.jpeg,01_kaggle_weapon,kaggle,4269273303fed105d08334fdef8db7c8d64917c8f2db996d0edb8b315f440bcb,ood,reviewed,,Lello,2026-04-22T08:52:14+00:00,4
img_00000172,images/img_00000172.jpeg,01_kaggle_weapon,kaggle,cab6f1798198535a2cfc1cb6097d7424791e6e1c2ec1cdca85d0f97ffed0bbba,ood,reviewed,,Lello,2026-04-22T08:52:16+00:00,4
img_00000173,images/img_00000173.jpeg,01_kaggle_weapon,kaggle,20e52485fa1309857fb3dd62cdcd64e596f4abc2964a1ed528fa0ef37c10c458,ood,reviewed,,Lello,2026-04-22T08:52:18+00:00,4
img_00000174,images/img_00000174.jpeg,01_kaggle_weapon,kaggle,56e73715251ecfc8ec9507d07a28b7d0bc8b2a99029b154350a29f423554f02d,ood,reviewed,,Lello,2026-04-22T08:52:20+00:00,4
