relative_path,filename,extension,size_bytes,is_image,sha256
cctv_firearm_incident/000001.jpg,000001.jpg,.jpg,87746,1,3b545220a2bc383ede67efaa30f759a53673281e4f6b77640b392e7a7c6685ca
cctv_firearm_incident/000002.jpg,000002.jpg,.jpg,38138,1,214f12cbd6da5b585fcb36abe153c1c127a709fd8e1421b6f937ac1011bd2771
cctv_firearm_incident/000003.png,000003.png,.png,131000,1,b498e536c5e5ac212b4a8d762b74e23442b523d29d9d660e396e5ae08cb146d6
cctv_firearm_incident/000004.jpg,000004.jpg,.jpg,77663,1,193929766fadb251b8ea1388d57d907c2170d4dcd30cb46e69084a8fb9263039
cctv_firearm_incident/000005.jpg,000005.jpg,.jpg,95493,1,7568a47fe90e3ae71c7d9cb025e009f659fc749fd45aaaa6b2bcad3e31dfad00
cctv_firearm_incident/000006.jpg,000006.jpg,.jpg,208830,1,be8d5dd4e08880e77e832112b7d168474f48aa0e26efcf836fdedb1abe90c10d
cctv_firearm_incident/000007.jpg,000007.jpg,.jpg,72425,1,01b0a1e27c07f9a9f8a97f57aef74f68caff601c3260610784b4d4ce5b90664f
cctv_firearm_incident/000008.png,000008.png,.png,288232,1,11818a1b30ee6542c86f02f602c14b3a04d158e71f42a93355d53077b862eaa6
cctv_firearm_incident/000009.jpg,000009.jpg,.jpg,103370,1,b8a97d016530e43061ab0e0dc1fce6b140d9c83355e3e227ee75204df8c68af0
cctv_firearm_incident/000010.jpg,000010.jpg,.jpg,22641,1,85d3c1f17bca8d19710dc3099483ae4466225566846f535c02778e98af5a5747
cctv_firearm_incident/000011.jpg,000011.jpg,.jpg,24448,1,15c52ad55ba49ec52c4b51c6b2583ae330b51803c5292367f1c561a0cc077ecf
cctv_firearm_incident/000012.jpg,000012.jpg,.jpg,14288,1,e483532a4c50c49e8f760abbebdee19cf8f87625e703dc9732176a6b3c227134
cctv_firearm_incident/000013.png,000013.png,.png,290403,1,2f8c0eee3acc49f6a2cb6a54be03c018fef021ee89a14cd22b6b1679c2d4a586
cctv_firearm_incident/000014.jpg,000014.jpg,.jpg,70196,1,17ea7de1db7e14b4d306b8313363ef522fe32e23dfdb0618b544a49b8d265cc9
cctv_firearm_incident/000015.jpg,000015.jpg,.jpg,100534,1,ab148d1682b9d882c07653d705a8d6dac47dc90fe699b1bbe2db86ddc2cec627
cctv_firearm_incident/000016.jpg,000016.jpg,.jpg,70103,1,b71cc61a5a6bd2086c3d0bc9968dd180acc16d03bfac74c75f2be7bd1d6b31c6
cctv_firearm_incident/000017.png,000017.png,.png,436079,1,2f25d5594492089286e869f395539fc1470e7a27e6276d5947778ab8356278a4
cctv_firearm_incident/000018.jpg,000018.jpg,.jpg,66643,1,628352f64e382eba89f76d49e44f652975c61315a9a40a0a94446503ea1a2e84
cctv_firearm_incident/000019.jpg,000019.jpg,.jpg,126327,1,e5a615ed73c48ac1c675e1fc3ce48ef7736fc785d2b24229ad05dbf7e81dc09d
cctv_firearm_incident/000020.jpg,000020.jpg,.jpg,31110,1,07a260744dde4b203ff1e27ded1f23548c8c6a513c18167fbb0058b385b4b4e0
cctv_firearm_incident/000021.jpg,000021.jpg,.jpg,92784,1,2d4115d8807afa63eeee1a34b8614dc988ed7cbf9792de4dde5614f41366da09
cctv_firearm_incident/000022.jpg,000022.jpg,.jpg,21190,1,88e64fbcbb127f57b645faca22370df2065244dc2d2665eedf1446b6e1686d35
