_candidate_class,_candidate_rank,_origin,_selection_reason,assigned_label,audit_notes,audit_reviewer_id,audit_status,audit_timestamp,auto_confidence,auto_label,current_bucket,exclusion_reason,extension,final_label,final_reviewer_id,final_timestamp,height,image_id,is_not_yet_evaluated,is_valid_image,label_confidence,manual_label,manual_review_priority_rank,non_weapon_score,ood_flag,ood_notes,origin_db,original_label,prelabel_error,prelabel_model,prelabel_status,prelabel_timestamp,prepared_filename,proposed_label,record_role,relative_path,review_notes,review_phase,review_status,review_timestamp,reviewer_id,score_margin,sha256,size_bytes,source_dataset,source_filename,source_group,source_relative_path,topup_added,topup_decision,topup_notes,topup_reviewer_id,topup_source,topup_source_gap_missing,topup_timestamp,triage_label,triage_reviewer_id,triage_timestamp,weapon_score,width,freeze_review_class,freeze_decision,freeze_status,freeze_reviewer_id,freeze_timestamp,freeze_notes,assigned_label_norm
,,,,non_weapon,,,pending,,0.168939,non_weapon,non_weapon_selected,,,,,,,img_00012871,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00012871.png,,,,,,0.004546,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.166883,weapon,,,,,,,,img_00012872,,,,,567.0,,,,round1,non_weapon,,,,,,,,images/img_00012872.jpg,,,,,,0.000432,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.167136,non_weapon,non_weapon_selected,,,,,,,img_00012881,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00012881.jpg,,,,,,0.000939,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.167516,non_weapon,non_weapon_selected,,,,,,,img_00012884,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00012884.jpg,,,,,,0.001698,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.166919,non_weapon,non_weapon_selected,,,,,,,img_00012897,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00012897.jpg,,,,,,0.000504,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.167434,weapon,non_weapon_selected,,,,,,,img_00012907,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00012907.jpg,,,,,,0.001535,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,"(0, -0.167574, -0.001815, 999999, 'img_00012915')",,,non_weapon,auto-added-from-topup-selected,32_nonweapon_topup_interactive_selector,reviewed,2026-04-09T14:26:43.028950+00:00,0.167574,weapon,,,.jpg,,,,1200.0,img_00012915,True,True,,,,0.165759,,,32_nonweapon_topup_selected,non_weapon,,ViT-B/32,done,2026-03-21T23:05:06+00:00,img_00012915.jpg,non_weapon,topup_candidate,images/img_00012915.jpg,,triage,pending,,,0.001815,0376e7b85a55f27a1e7144b26607a7d888936b806ca01e642a7829a0f8118acf,466138.0,03_google_scraped,000033.jpg,google,dataset_scraping_google/gun_in_bag/000033.jpg,1.0,topup_selected,,Lello,32_nonweapon_topup_interactive_selector,72.0,2026-04-09T14:26:43.029948+00:00,,,,0.167574,1200.0,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.167758,non_weapon,non_weapon_selected,,,,,,,img_00012932,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00012932.jpg,,,,,,0.002184,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.166784,weapon,non_weapon_selected,,,,,,,img_00012935,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00012935.jpg,,,,,,0.000235,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.166683,weapon,non_weapon_selected,,,,,,,img_00012936,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00012936.jpg,,,,,,3.2e-05,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.168409,non_weapon,non_weapon_selected,,,,,,,img_00012937,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00012937.jpg,,,,,,0.003484,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.166866,non_weapon,non_weapon_selected,,,,,,,img_00012939,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00012939.jpg,,,,,,0.000399,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.167352,weapon,non_weapon_selected,,,,,,,img_00012947,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00012947.png,,,,,,0.001371,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
non_weapon,,,auto_label=non_weapon,non_weapon,,,pending,,0.167195,non_weapon,,,,,,,,img_00012948,,,,,290.0,,,,round3,non_weapon,,,,,,,,images/img_00012948.jpg,,,,,,0.001056,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.167802,non_weapon,non_weapon_selected,,,,,,,img_00012949,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00012949.jpg,,,,,,0.00227,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,"(0, -0.167414, -0.001495, 999999, 'img_00012964')",,,non_weapon,auto-added-from-topup-selected,32_nonweapon_topup_interactive_selector,reviewed,2026-04-09T14:27:07.976758+00:00,0.167414,weapon,,,.jpg,,,,420.0,img_00012964,True,True,,,,0.165919,,,32_nonweapon_topup_selected,non_weapon,,ViT-B/32,done,2026-03-21T23:05:06+00:00,img_00012964.jpg,non_weapon,topup_candidate,images/img_00012964.jpg,,triage,pending,,,0.001495,c0181d1d6fc9d0728a29a85707370c40fdf0593a558f984afece9d4d4597abf8,51662.0,03_google_scraped,000020.jpg,google,dataset_scraping_google/gun_in_car/000020.jpg,1.0,topup_selected,,Lello,32_nonweapon_topup_interactive_selector,72.0,2026-04-09T14:27:07.976758+00:00,,,,0.167414,630.0,,,,,,,non_weapon
,"(0, -0.167365, -0.001397, 999999, 'img_00012970')",,,non_weapon,auto-added-from-topup-selected,32_nonweapon_topup_interactive_selector,reviewed,2026-04-09T14:27:34.995858+00:00,0.167365,weapon,,,.jpg,,,,807.0,img_00012970,True,True,,,,0.165968,,,32_nonweapon_topup_selected,non_weapon,,ViT-B/32,done,2026-03-21T23:05:06+00:00,img_00012970.jpg,non_weapon,topup_candidate,images/img_00012970.jpg,,triage,pending,,,0.001397,ad1ee45ab5eab4350873501140c66d981ff3146140355b7af181bee4cdea985f,144628.0,03_google_scraped,000027.jpg,google,dataset_scraping_google/gun_in_car/000027.jpg,1.0,topup_selected,,Lello,32_nonweapon_topup_interactive_selector,72.0,2026-04-09T14:27:34.996857+00:00,,,,0.167365,1024.0,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.16758,non_weapon,non_weapon_selected,,,,,,,img_00013080,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013080.jpg,,,,,,0.001827,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.167526,non_weapon,non_weapon_selected,,,,,,,img_00013086,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013086.jpg,,,,,,0.001718,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.166706,non_weapon,non_weapon_selected,,,,,,,img_00013087,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013087.jpg,,,,,,8e-05,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.168843,non_weapon,non_weapon_selected,,,,,,,img_00013088,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013088.jpg,,,,,,0.004353,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.167253,weapon,non_weapon_selected,,,,,,,img_00013089,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013089.png,,,,,,0.001173,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.167455,non_weapon,non_weapon_selected,,,,,,,img_00013098,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013098.jpg,,,,,,0.001577,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.16749,non_weapon,non_weapon_selected,,,,,,,img_00013099,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013099.jpg,,,,,,0.001646,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.168594,non_weapon,non_weapon_selected,,,,,,,img_00013102,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013102.jpg,,,,,,0.003855,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.167919,non_weapon,non_weapon_selected,,,,,,,img_00013106,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013106.png,,,,,,0.002504,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.167764,non_weapon,non_weapon_selected,,,,,,,img_00013108,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013108.jpg,,,,,,0.002194,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.167465,non_weapon,non_weapon_selected,,,,,,,img_00013112,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013112.jpg,,,,,,0.001597,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.167846,non_weapon,non_weapon_selected,,,,,,,img_00013114,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013114.jpg,,,,,,0.002358,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.169346,non_weapon,non_weapon_selected,,,,,,,img_00013353,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013353.jpg,,,,,,0.005358,,,03_google_scraped,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,Lello,reviewed,2026-04-09T00:42:18.665585+00:00,0.167032,non_weapon,non_weapon_selected,,,,,,,img_00013500,,,,,,,,,consolidation_base,weapon,,,,,,,,images/img_00013500.jpg,,,,,,0.00073,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,Lello,reviewed,2026-04-09T00:42:20.498789+00:00,0.167052,non_weapon,non_weapon_selected,,,,,,,img_00013519,,,,,,,,,consolidation_base,weapon,,,,,,,,images/img_00013519.jpg,,,,,,0.00077,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,Lello,reviewed,2026-04-09T00:42:24.509749+00:00,0.167205,weapon,non_weapon_selected,,,,,,,img_00013523,,,,,,,,,consolidation_base,weapon,,,,,,,,images/img_00013523.jpg,,,,,,0.001077,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,Lello,reviewed,2026-04-09T00:42:22.356847+00:00,0.167199,weapon,non_weapon_selected,,,,,,,img_00013524,,,,,,,,,consolidation_base,weapon,,,,,,,,images/img_00013524.jpg,,,,,,0.001065,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,Lello,reviewed,2026-04-09T00:43:03.302350+00:00,0.168395,non_weapon,non_weapon_selected,,,,,,,img_00013551,,,,,,,,,consolidation_base,weapon,,,,,,,,images/img_00013551.jpg,,,,,,0.003457,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,Lello,reviewed,2026-04-09T00:43:28.021189+00:00,0.169408,non_weapon,non_weapon_selected,,,,,,,img_00013556,,,,,,,,,consolidation_base,weapon,,,,,,,,images/img_00013556.jpg,,,,,,0.005483,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,Lello,reviewed,2026-04-09T00:42:50.525360+00:00,0.168078,non_weapon,non_weapon_selected,,,,,,,img_00013558,,,,,,,,,consolidation_base,weapon,,,,,,,,images/img_00013558.jpg,,,,,,0.002824,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,Lello,reviewed,2026-04-09T00:42:34.774545+00:00,0.167765,non_weapon,non_weapon_selected,,,,,,,img_00013559,,,,,,,,,consolidation_base,weapon,,,,,,,,images/img_00013559.jpg,,,,,,0.002196,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,Lello,reviewed,2026-04-09T00:42:32.526072+00:00,0.167563,non_weapon,non_weapon_selected,,,,,,,img_00013560,,,,,,,,,consolidation_base,weapon,,,,,,,,images/img_00013560.jpg,,,,,,0.001793,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,Lello,reviewed,2026-04-09T00:42:33.645697+00:00,0.167686,non_weapon,non_weapon_selected,,,,,,,img_00013561,,,,,,,,,consolidation_base,weapon,,,,,,,,images/img_00013561.jpg,,,,,,0.002038,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,Lello,reviewed,2026-04-09T01:04:05.509530+00:00,0.166823,non_weapon,non_weapon_selected,,,,,,,img_00013595,,,,,,,,,consolidation_base,weapon,,,,,,,,images/img_00013595.jpg,,,,,,0.000313,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,Lello,reviewed,2026-04-09T00:42:36.637495+00:00,0.167815,non_weapon,non_weapon_selected,,,,,,,img_00013600,,,,,,,,,consolidation_base,weapon,,,,,,,,images/img_00013600.jpg,,,,,,0.002297,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,Lello,reviewed,2026-04-09T00:43:19.021285+00:00,0.168529,non_weapon,non_weapon_selected,,,,,,,img_00013614,,,,,,,,,consolidation_base,weapon,,,,,,,,images/img_00013614.jpg,,,,,,0.003725,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,"(-1, -0.16743, -0.001526, 999999, 'img_00013615')",,,non_weapon,auto-added-from-topup-selected,32_nonweapon_topup_interactive_selector,reviewed,2026-04-09T14:24:51.128497+00:00,0.16743,non_weapon,,,.jpg,,,,651.0,img_00013615,True,True,,,,0.16743,,,32_nonweapon_topup_selected,non_weapon,,ViT-B/32,done,2026-03-21T23:05:06+00:00,img_00013615.jpg,non_weapon,topup_candidate,images/img_00013615.jpg,,triage,pending,,,0.001526,67238c60be16c2a2b9c90564c27d9f4007de9abb030f2a7d1f601a45ba9b337c,80067.0,04_telegram_youtube,telegram_23.jpg,telegram_youtube,osint_telegram/SmithandWessoninc47/telegram_23.jpg,1.0,topup_selected,,Lello,32_nonweapon_topup_interactive_selector,52.0,2026-04-09T14:24:51.129496+00:00,,,,0.165904,735.0,,,,,,,non_weapon
,,,,non_weapon,,Lello,reviewed,2026-04-09T00:42:41.154441+00:00,0.167973,non_weapon,non_weapon_selected,,,,,,,img_00013616,,,,,,,,,consolidation_base,weapon,,,,,,,,images/img_00013616.jpg,,,,,,0.002613,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.167723,non_weapon,non_weapon_selected,,,,,,,img_00013617,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013617.jpg,,,,,,0.002112,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.167003,non_weapon,non_weapon_selected,,,,,,,img_00013618,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013618.jpg,,,,,,0.000672,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.167959,non_weapon,non_weapon_selected,,,,,,,img_00013650,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013650.jpg,,,,,,0.002585,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.168669,non_weapon,non_weapon_selected,,,,,,,img_00013686,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013686.jpg,,,,,,0.004004,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.166908,non_weapon,non_weapon_selected,,,,,,,img_00013700,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013700.jpg,,,,,,0.000482,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.167995,non_weapon,non_weapon_selected,,,,,,,img_00013768,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013768.jpg,,,,,,0.002657,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.168683,non_weapon,non_weapon_selected,,,,,,,img_00013801,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013801.jpg,,,,,,0.004033,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.168169,non_weapon,non_weapon_selected,,,,,,,img_00013802,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013802.jpg,,,,,,0.003004,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.168247,non_weapon,non_weapon_selected,,,,,,,img_00013803,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013803.jpg,,,,,,0.00316,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.169626,non_weapon,non_weapon_selected,,,,,,,img_00013804,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013804.jpg,,,,,,0.005919,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.1684,non_weapon,non_weapon_selected,,,,,,,img_00013869,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013869.jpg,,,,,,0.003466,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.168054,weapon,non_weapon_selected,,,,,,,img_00013945,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013945.jpg,,,,,,0.002775,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.166865,weapon,non_weapon_selected,,,,,,,img_00013969,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013969.jpg,,,,,,0.000396,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.168043,non_weapon,non_weapon_selected,,,,,,,img_00013984,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00013984.jpg,,,,,,0.002752,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.167264,non_weapon,,,,,,,,img_00014000,,,,,439.0,,,,round1,non_weapon,,,,,,,,images/img_00014000.jpg,,,,,,0.001195,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.168309,non_weapon,non_weapon_selected,,,,,,,img_00014017,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00014017.png,,,,,,0.003284,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.169686,non_weapon,non_weapon_selected,,,,,,,img_00014106,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00014106.jpg,,,,,,0.00604,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.168159,non_weapon,non_weapon_selected,,,,,,,img_00014108,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00014108.jpg,,,,,,0.002985,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.167699,non_weapon,non_weapon_selected,,,,,,,img_00014114,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00014114.jpg,,,,,,0.002065,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
non_weapon,,,auto_label=non_weapon,non_weapon,,,pending,,0.167574,non_weapon,,,,,,,,img_00014118,,,,,203.0,,,,round3,non_weapon,,,,,,,,images/img_00014118.jpg,,,,,,0.001815,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.167173,non_weapon,,,,,,,,img_00014122,,,,,403.0,,,,round1,non_weapon,,,,,,,,images/img_00014122.jpg,,,,,,0.001013,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
