relative_path,filename,extension,size_bytes,is_image,sha256
README.md,README.md,.md,1554,0,3aa62a28eaa1add0f4ef683a0145b857eadee5b93ca0e4407d9b24a5cabcbfa2
download_summary.csv,download_summary.csv,.csv,2817885,0,56738619eab195f6931374b00776c022b60398d3df4bf05d834c8de3f04a0a3e
jdhao_deep_firearm/.gitignore,.gitignore,,30,0,1c0773cdceb541ce8e6cac2c8306817397b8c9fec87a8320e7e721ebba2e7723
jdhao_deep_firearm/README.md,README.md,.md,2613,0,1f9b4ca2b42b6203db6a1bacc3148e2e9c70ffee65fa792a86914c7bc62e4b8f
jdhao_deep_firearm/benchmark_on_test.py,benchmark_on_test.py,.py,3390,0,2f896e0ae4a59796ad8b0ed678ce5d6e6aa5d43ede7eaff024a6cd6bc263d5a4
jdhao_deep_firearm/libs/custom_module.py,custom_module.py,.py,3618,0,4f6c4b37ae4c2595bc11d4ced336f62900099329d99e189e1144155ec60faa69
jdhao_deep_firearm/libs/custom_transform.py,custom_transform.py,.py,5863,0,74976cc81034f23945a82faef11ab77974d4b10bf214e8ff857b3ef864ad8ee5
jdhao_deep_firearm/libs/firearm_data.py,firearm_data.py,.py,10978,0,969ff8e08505fa5484dc624ddca3b608a54a4070da0e6e0732bde975665fa7f3
jdhao_deep_firearm/model/vgg_cls_net2.py,vgg_cls_net2.py,.py,3344,0,18b340ff473b28f2d3b582deffac2a9d562b95aabacec3a82b4a1d176551c868
jdhao_deep_firearm/model/vgg_siamese2.py,vgg_siamese2.py,.py,4176,0,e6e504b4344f0c81b1d130f5d0c8f8449fd86d0604896af95154b23ef3c70765
jdhao_deep_firearm/train_cls.py,train_cls.py,.py,9004,0,a67e056def134a1179605a39a3e5309c3cf9208224f988f416f86a5d2a1f7994
jdhao_deep_firearm/train_retr_from_cls.py,train_retr_from_cls.py,.py,10429,0,6c3f3395eb66ceafeff35ae3e0339d29fea9c8dc93b224bfe406443fc128022e
jdhao_deep_firearm/util/eval_metric.py,eval_metric.py,.py,1399,0,5802529ae827fc3a103b68c1543a341fed5a71bf0e84aaf3f25b6558e9ac4330
subset_choosen/1853+Enfield+rifle-musket/1853+Enfield+rifle-musket_0168.jpg,1853+Enfield+rifle-musket_0168.jpg,.jpg,31712,1,c2a3404f83e56f45cca41149b0a36f93516ebb4da612e457815d309cee18a62f
subset_choosen/1853+Enfield+rifle-musket/1853+Enfield+rifle-musket_0169.jpg,1853+Enfield+rifle-musket_0169.jpg,.jpg,69985,1,b7c2e9e221ddf29841c4310a78097497f5e9bcd146b82f9516674f080c866841
subset_choosen/1853+Enfield+rifle-musket/1853+Enfield+rifle-musket_0170.jpg,1853+Enfield+rifle-musket_0170.jpg,.jpg,20540,1,9114f32a61d39e3babcffc3bccdd40d5094f080b7b8d1ea4781bd8a12b78466b
subset_choosen/1853+Enfield+rifle-musket/1853+Enfield+rifle-musket_0171.jpg,1853+Enfield+rifle-musket_0171.jpg,.jpg,335932,1,85e0e5c4ae60a0b3c54b9f937c07662b7944b2664b798150410428ce7b3b3ae5
